customer_id,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,log_loan_duration_mo,log_loan_amount,log_age_yrs
4441263,0 - 200 DM,12,current loans paid,retraining,754,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,38,none,own,2,skilled,1,none,yes,0,2.4849066497880004,6.625392368007956,3.6375861597263857
3291069,none,18,current loans paid,business,1950,< 100 DM,4 - 7 years,4,male-single,none,1,car or other,34,stores,own,2,skilled,1,yes,yes,0,2.8903717578961645,7.575584651557793,3.5263605246161616
7518282,< 0 DM,24,current loans paid,car (used),2924,< 100 DM,1 - 4 years,3,male-single,guarantor,4,unknown-none,63,bank,own,1,skilled,2,yes,yes,0,3.1780538303479458,7.980707820869669,4.143134726391533
1425368,< 0 DM,24,past payment delays,radio/television,1659,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,29,none,rent,1,unskilled-resident,1,yes,yes,1,3.1780538303479458,7.413970290190444,3.367295829986474
7122922,none,48,past payment delays,radio/television,7238,unknown/none,>= 7 years,3,male-single,none,3,car or other,32,bank,own,2,skilled,2,none,yes,0,3.871201010907891,8.887100204123687,3.4657359027997265
6752438,none,33,past payment delays,business,2764,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,26,none,own,2,skilled,1,yes,yes,0,3.4965075614664802,7.92443418488756,3.258096538021482
6177001,none,24,past payment delays,car (used),4679,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,35,none,own,2,unskilled-resident,1,yes,yes,0,3.1780538303479458,8.450839690866216,3.5553480614894135
6983743,0 - 200 DM,24,current loans paid,radio/television,3092,100 - 500 DM,< 1 year,3,male-married/widowed,none,2,car or other,22,none,rent,1,skilled,1,yes,yes,1,3.1780538303479458,8.036573409707312,3.091042453358316
6691152,< 0 DM,6,current loans paid,education,448,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,1,1.791759469228055,6.104793232414985,3.1354942159291497
8808032,< 0 DM,9,current loans paid,car (new),654,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,28,none,own,1,unskilled-resident,1,none,yes,1,2.1972245773362196,6.483107351457199,3.332204510175204
9230494,none,6,current loans paid,retraining,1238,unknown/none,unemployed,4,male-single,none,4,building society savings/life insurance,36,none,own,1,highly skilled,2,yes,yes,0,1.791759469228055,7.121252453244542,3.58351893845611
7173285,0 - 200 DM,18,critical account - other non-bank loans,radio/television,1245,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,car or other,33,none,own,1,skilled,1,none,yes,1,2.8903717578961645,7.126890808898808,3.4965075614664802
5890956,< 0 DM,18,no credit - paid,furniture/equipment,3114,< 100 DM,< 1 year,1,female-divorced/separated/married,none,4,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,1,2.8903717578961645,8.043663352393944,3.258096538021482
9796998,none,39,current loans paid,car (used),2569,500 - 1000 DM,1 - 4 years,4,male-single,none,4,car or other,24,none,own,1,skilled,1,none,yes,0,3.6635616461296463,7.851271997109883,3.1780538303479458
9197850,> 200 DM or salary assignment,24,current loans paid,radio/television,5152,< 100 DM,4 - 7 years,4,male-single,none,2,car or other,25,bank,own,1,skilled,1,none,yes,0,3.1780538303479458,8.54714026778419,3.2188758248682006
2693563,0 - 200 DM,12,current loans paid,business,1037,100 - 500 DM,4 - 7 years,3,male-single,none,4,real estate,39,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,6.9440872082295275,3.6635616461296463
4912289,< 0 DM,15,critical account - other non-bank loans,furniture/equipment,1478,< 100 DM,>= 7 years,4,male-single,none,4,car or other,44,none,own,2,skilled,2,yes,yes,0,2.70805020110221,7.298445101508147,3.784189633918261
6383336,0 - 200 DM,12,critical account - other non-bank loans,radio/television,3573,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,1,real estate,23,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,8.181160858023409,3.1354942159291497
7709637,0 - 200 DM,24,current loans paid,car (new),1201,< 100 DM,< 1 year,4,male-single,none,1,building society savings/life insurance,26,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.0909098220799835,3.258096538021482
4072676,< 0 DM,30,current loans paid,furniture/equipment,3622,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,57,none,rent,2,skilled,1,yes,yes,0,3.4011973816621555,8.19478163844336,4.04305126783455
9216806,none,15,past payment delays,furniture/equipment,960,>= 1000 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,30,none,own,2,skilled,1,none,yes,0,2.70805020110221,6.866933284461882,3.4011973816621555
2718715,none,12,critical account - other non-bank loans,car (new),1163,500 - 1000 DM,1 - 4 years,4,male-single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,7.0587581525186645,3.784189633918261
3865105,0 - 200 DM,6,past payment delays,car (new),1209,< 100 DM,unemployed,4,male-single,none,4,building society savings/life insurance,47,none,own,1,highly skilled,1,yes,yes,1,1.791759469228055,7.097548850614793,3.8501476017100584
9640833,none,12,current loans paid,radio/television,3077,< 100 DM,1 - 4 years,2,male-single,none,4,car or other,52,none,own,1,skilled,1,yes,yes,0,2.4849066497880004,8.031710375322042,3.9512437185814275
2667404,none,24,current loans paid,car (new),3757,< 100 DM,>= 7 years,4,female-divorced/separated/married,co-applicant,4,unknown-none,62,none,for free,1,skilled,1,yes,yes,0,3.1780538303479458,8.231376045573969,4.127134385045092
4167143,none,10,current loans paid,car (new),1418,100 - 500 DM,1 - 4 years,3,male-single,none,2,real estate,35,none,rent,1,unskilled-resident,1,none,no,0,2.302585092994046,7.257002707092073,3.5553480614894135
7957595,0 - 200 DM,18,current loans paid,radio/television,1113,< 100 DM,1 - 4 years,4,female-divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled-resident,2,none,yes,0,2.8903717578961645,7.014814351275545,3.258096538021482
5378110,none,6,current loans paid,car (new),3518,< 100 DM,1 - 4 years,2,male-single,guarantor,3,building society savings/life insurance,26,none,rent,1,skilled,1,none,yes,0,1.791759469228055,8.165647925297504,3.258096538021482
7398663,none,12,critical account - other non-bank loans,radio/television,1934,< 100 DM,>= 7 years,2,male-single,none,2,unknown-none,26,none,own,2,skilled,1,none,yes,0,2.4849066497880004,7.56734567601324,3.258096538021482
2689827,0 - 200 DM,27,no credit - paid,business,8318,< 100 DM,>= 7 years,2,female-divorced/separated/married,none,4,unknown-none,42,none,for free,2,highly skilled,1,yes,yes,1,3.295836866004329,9.026177120302856,3.7376696182833684
4156618,none,6,critical account - other non-bank loans,radio/television,1237,100 - 500 DM,1 - 4 years,1,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,2,skilled,1,none,yes,0,1.791759469228055,7.1204443723924875,3.295836866004329
6319109,0 - 200 DM,6,current loans paid,radio/television,368,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,38,none,own,1,skilled,1,none,yes,0,1.791759469228055,5.908082938168931,3.6375861597263857
7120920,< 0 DM,12,critical account - other non-bank loans,car (new),2122,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,39,none,rent,2,unskilled-resident,2,none,no,0,2.4849066497880004,7.660114319173928,3.6635616461296463
1078929,< 0 DM,24,current loans paid,furniture/equipment,2996,unknown/none,1 - 4 years,2,male-married/widowed,none,4,car or other,20,none,own,1,skilled,1,none,yes,1,3.1780538303479458,8.005033344637111,2.995732273553991
1023769,0 - 200 DM,36,current loans paid,furniture/equipment,9034,100 - 500 DM,< 1 year,4,male-single,co-applicant,1,unknown-none,29,none,rent,1,highly skilled,1,yes,yes,1,3.58351893845611,9.108750516214549,3.367295829986474
5288061,none,24,critical account - other non-bank loans,furniture/equipment,1585,< 100 DM,4 - 7 years,4,male-single,none,3,building society savings/life insurance,40,none,own,2,skilled,1,none,yes,0,3.1780538303479458,7.368339686311381,3.6888794541139363
6898416,0 - 200 DM,18,current loans paid,radio/television,1301,< 100 DM,>= 7 years,4,male-married/widowed,guarantor,2,real estate,32,none,own,1,unskilled-resident,1,none,yes,0,2.8903717578961645,7.170888478512505,3.4657359027997265
3933279,> 200 DM or salary assignment,6,critical account - other non-bank loans,car (new),1323,100 - 500 DM,>= 7 years,2,male-divorced/separated,none,4,car or other,28,none,own,2,skilled,2,yes,yes,0,1.791759469228055,7.187657164114956,3.332204510175204
2929379,< 0 DM,24,current loans paid,car (new),3123,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,building society savings/life insurance,27,none,own,1,skilled,1,none,yes,1,3.1780538303479458,8.046549357283078,3.295836866004329
7338113,< 0 DM,36,current loans paid,car (used),5493,< 100 DM,>= 7 years,2,male-single,none,4,unknown-none,42,none,for free,1,skilled,2,none,yes,0,3.58351893845611,8.61122983334262,3.7376696182833684
1383056,> 200 DM or salary assignment,9,current loans paid,radio/television,1126,100 - 500 DM,>= 7 years,2,male-divorced/separated,none,4,real estate,49,none,own,1,skilled,1,none,yes,0,2.1972245773362196,7.026426808699636,3.8918202981106265
9894792,0 - 200 DM,24,critical account - other non-bank loans,radio/television,1216,100 - 500 DM,< 1 year,4,male-single,none,4,unknown-none,38,bank,own,2,skilled,2,none,yes,1,3.1780538303479458,7.103322062526113,3.6375861597263857
4821533,< 0 DM,24,current loans paid,car (new),1207,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,24,none,rent,1,skilled,1,none,yes,1,3.1780538303479458,7.095893221097532,3.1780538303479458
2599724,none,10,current loans paid,car (new),1309,unknown/none,1 - 4 years,4,male-single,guarantor,4,building society savings/life insurance,27,none,own,1,unskilled-resident,1,none,yes,1,2.302585092994046,7.1770187659099,3.295836866004329
7122065,> 200 DM or salary assignment,15,critical account - other non-bank loans,car (used),2360,500 - 1000 DM,1 - 4 years,2,male-single,none,2,car or other,36,none,own,1,skilled,1,yes,yes,0,2.70805020110221,7.7664168980196555,3.58351893845611
4771670,0 - 200 DM,15,all loans at bank paid,car (new),6850,100 - 500 DM,unemployed,1,male-single,none,2,building society savings/life insurance,34,none,own,1,highly skilled,2,yes,yes,1,2.70805020110221,8.83200393125627,3.5263605246161616
7524556,none,24,current loans paid,radio/television,1413,< 100 DM,1 - 4 years,4,male-married/widowed,none,2,building society savings/life insurance,28,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.253470382684528,3.332204510175204
8295830,none,39,current loans paid,car (used),8588,100 - 500 DM,>= 7 years,4,male-single,none,2,car or other,45,none,own,1,highly skilled,1,yes,yes,0,3.6635616461296463,9.058121158998672,3.8066624897703196
5815745,< 0 DM,12,current loans paid,car (new),759,< 100 DM,4 - 7 years,4,male-single,none,2,real estate,26,none,own,1,skilled,1,none,yes,1,2.4849066497880004,6.63200177739563,3.258096538021482
2954111,none,36,current loans paid,car (used),4686,< 100 DM,1 - 4 years,2,male-single,none,2,unknown-none,32,none,for free,1,highly skilled,1,yes,yes,0,3.58351893845611,8.452334619067742,3.4657359027997265
3356855,> 200 DM or salary assignment,15,current loans paid,business,2687,< 100 DM,4 - 7 years,2,male-single,none,4,building society savings/life insurance,26,none,rent,1,skilled,1,yes,yes,0,2.70805020110221,7.8961806086154915,3.258096538021482
2676379,0 - 200 DM,12,past payment delays,radio/television,585,< 100 DM,1 - 4 years,4,male-married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,0,2.4849066497880004,6.371611847231857,2.995732273553991
8727753,none,24,current loans paid,car (new),2255,unknown/none,< 1 year,4,male-single,none,1,building society savings/life insurance,54,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.720905251936779,3.9889840465642745
6823953,< 0 DM,6,critical account - other non-bank loans,car (new),609,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,3,building society savings/life insurance,37,none,own,2,skilled,1,none,no,0,1.791759469228055,6.411818267709897,3.6109179126442243
7281914,< 0 DM,6,critical account - other non-bank loans,car (new),1361,< 100 DM,< 1 year,2,male-single,none,4,real estate,40,none,own,1,unskilled-resident,2,none,no,0,1.791759469228055,7.215975002651466,3.6888794541139363
7911515,none,36,critical account - other non-bank loans,furniture/equipment,7127,< 100 DM,< 1 year,2,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,rent,2,skilled,1,yes,yes,1,3.58351893845611,8.871645667501872,3.1354942159291497
6306871,< 0 DM,6,current loans paid,car (new),1203,100 - 500 DM,>= 7 years,3,male-single,none,2,building society savings/life insurance,43,none,own,1,skilled,1,yes,yes,0,1.791759469228055,7.0925737159746784,3.7612001156935624
6961576,none,6,critical account - other non-bank loans,radio/television,700,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,36,none,for free,2,skilled,1,none,yes,0,1.791759469228055,6.551080335043404,3.58351893845611
3215162,none,24,critical account - other non-bank loans,repairs,5507,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,44,none,for free,2,skilled,1,none,yes,0,3.1780538303479458,8.613775289262481,3.784189633918261
3199662,< 0 DM,18,current loans paid,radio/television,3190,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,real estate,24,none,own,1,skilled,1,none,yes,1,2.8903717578961645,8.06777619577889,3.1780538303479458
3873021,< 0 DM,48,no credit - paid,furniture/equipment,7119,< 100 DM,1 - 4 years,3,male-single,none,4,unknown-none,53,none,for free,2,skilled,2,none,yes,1,3.871201010907891,8.870522545103873,3.970291913552122
9751634,none,24,current loans paid,car (used),3488,100 - 500 DM,4 - 7 years,3,female-divorced/separated/married,none,4,car or other,23,none,own,1,skilled,1,none,yes,0,3.1780538303479458,8.15708378502887,3.1354942159291497
5857366,0 - 200 DM,26,current loans paid,car (used),7966,< 100 DM,< 1 year,2,male-single,none,3,car or other,30,none,own,2,skilled,1,none,yes,0,3.258096538021482,8.982937763741589,3.4011973816621555
2509169,none,15,critical account - other non-bank loans,education,1532,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,3,car or other,31,none,own,1,skilled,1,none,yes,0,2.70805020110221,7.3343293503005365,3.4339872044851463
2621457,none,4,critical account - other non-bank loans,radio/television,1503,< 100 DM,4 - 7 years,2,male-single,none,1,real estate,42,none,own,2,unskilled-resident,2,none,yes,0,1.3862943611198906,7.315218389752975,3.7376696182833684
8637579,< 0 DM,36,current loans paid,radio/television,2302,< 100 DM,1 - 4 years,4,male-divorced/separated,none,4,car or other,31,none,rent,1,skilled,1,none,yes,1,3.58351893845611,7.741533589281828,3.4339872044851463
4032468,< 0 DM,6,current loans paid,car (new),662,< 100 DM,< 1 year,3,male-single,none,4,real estate,41,none,own,1,unskilled-resident,2,yes,yes,0,1.791759469228055,6.495265555937008,3.713572066704308
9481590,0 - 200 DM,36,current loans paid,education,2273,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,32,none,own,2,skilled,2,none,yes,0,3.58351893845611,7.728855823852543,3.4657359027997265
7828502,0 - 200 DM,15,current loans paid,car (new),2631,100 - 500 DM,1 - 4 years,2,female-divorced/separated/married,none,4,car or other,28,none,rent,2,skilled,1,yes,yes,1,2.70805020110221,7.875119281040293,3.332204510175204
6996047,none,12,past payment delays,car (used),1503,< 100 DM,1 - 4 years,4,male-married/widowed,none,4,real estate,41,none,rent,1,skilled,1,none,yes,0,2.4849066497880004,7.315218389752975,3.713572066704308
8785106,none,24,current loans paid,radio/television,1311,100 - 500 DM,4 - 7 years,4,male-married/widowed,none,3,building society savings/life insurance,26,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.1785454837637,3.258096538021482
3836745,none,24,current loans paid,radio/television,3105,unknown/none,< 1 year,4,male-single,none,2,car or other,25,none,own,2,skilled,1,none,yes,0,3.1780538303479458,8.040768994367578,3.2188758248682006
8659616,> 200 DM or salary assignment,21,critical account - other non-bank loans,education,2319,< 100 DM,< 1 year,2,male-divorced/separated,none,1,car or other,33,none,rent,1,skilled,1,none,yes,1,3.044522437723423,7.7488913372555315,3.4965075614664802
5027921,< 0 DM,6,current loans paid,car (new),1374,unknown/none,unemployed,4,female-divorced/separated/married,none,3,building society savings/life insurance,75,none,own,1,highly skilled,1,yes,yes,0,1.791759469228055,7.2254814727822945,4.31748811353631
9292167,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,3612,< 100 DM,>= 7 years,3,female-divorced/separated/married,none,4,building society savings/life insurance,37,none,own,1,skilled,1,yes,yes,0,2.8903717578961645,8.192016914536875,3.6109179126442243
9619216,< 0 DM,48,current loans paid,car (new),7763,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,42,bank,for free,1,highly skilled,1,none,yes,1,3.871201010907891,8.95712413640568,3.7376696182833684
5342884,> 200 DM or salary assignment,18,current loans paid,furniture/equipment,3049,< 100 DM,< 1 year,1,female-divorced/separated/married,none,1,building society savings/life insurance,45,stores,own,1,unskilled-resident,1,none,yes,0,2.8903717578961645,8.022568946988255,3.8066624897703196
3841990,0 - 200 DM,12,current loans paid,radio/television,1534,< 100 DM,< 1 year,1,male-married/widowed,none,1,real estate,23,none,rent,1,skilled,1,none,yes,1,2.4849066497880004,7.335633981927201,3.1354942159291497
9862078,none,24,past payment delays,car (new),2032,< 100 DM,>= 7 years,4,male-single,none,4,unknown-none,60,none,for free,2,skilled,1,yes,yes,0,3.1780538303479458,7.616775808698373,4.0943445622221
5779045,< 0 DM,30,current loans paid,furniture/equipment,6350,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,31,none,own,1,skilled,1,none,yes,1,3.4011973816621555,8.756210091886738,3.4339872044851463
4285035,> 200 DM or salary assignment,18,current loans paid,furniture/equipment,2864,< 100 DM,1 - 4 years,2,male-single,none,1,real estate,34,none,own,1,unskilled-resident,2,none,yes,1,2.8903717578961645,7.9599745280805365,3.5263605246161616
9708453,none,12,critical account - other non-bank loans,car (new),1255,< 100 DM,>= 7 years,4,male-single,none,4,real estate,61,none,own,2,unskilled-resident,1,none,yes,0,2.4849066497880004,7.134890851565884,4.110873864173311
2572735,< 0 DM,24,past payment delays,car (new),1333,< 100 DM,unemployed,4,male-single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,1,3.1780538303479458,7.195187320178709,3.7612001156935624
9506182,none,24,critical account - other non-bank loans,car (new),2022,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,37,none,own,1,skilled,1,yes,yes,0,3.1780538303479458,7.611842399580417,3.6109179126442243
3835775,none,24,current loans paid,radio/television,1552,< 100 DM,4 - 7 years,3,male-single,none,1,car or other,32,bank,own,1,skilled,2,none,yes,0,3.1780538303479458,7.347299700743164,3.4657359027997265
8995384,< 0 DM,12,all loans at bank paid,radio/television,626,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled-resident,1,none,yes,1,2.4849066497880004,6.439350371100098,3.1780538303479458
1831870,none,48,critical account - other non-bank loans,car (used),8858,unknown/none,4 - 7 years,2,male-single,none,1,unknown-none,35,none,for free,2,skilled,1,yes,yes,0,3.871201010907891,9.089076284483143,3.5553480614894135
6930739,none,12,critical account - other non-bank loans,repairs,996,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,real estate,23,none,own,2,skilled,1,none,yes,0,2.4849066497880004,6.903747257584598,3.1354942159291497
2082338,none,6,all loans at bank paid,radio/television,1750,500 - 1000 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,45,bank,own,1,unskilled-resident,2,none,yes,0,1.791759469228055,7.4673710669175595,3.8066624897703196
4367265,< 0 DM,48,current loans paid,radio/television,6999,< 100 DM,4 - 7 years,1,male-married/widowed,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,1,3.871201010907891,8.85352256068954,3.5263605246161616
6993548,0 - 200 DM,12,critical account - other non-bank loans,car (new),1995,100 - 500 DM,< 1 year,4,male-single,none,1,car or other,27,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.598399329323964,3.295836866004329
5774450,0 - 200 DM,9,current loans paid,education,1199,< 100 DM,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,67,none,own,2,highly skilled,1,yes,yes,0,2.1972245773362196,7.089243155027514,4.204692619390966
1859841,0 - 200 DM,12,current loans paid,radio/television,1331,< 100 DM,< 1 year,2,male-single,none,1,car or other,22,stores,own,1,skilled,1,none,yes,1,2.4849066497880004,7.193685818395112,3.091042453358316
2420058,0 - 200 DM,18,no credit - paid,car (new),2278,100 - 500 DM,< 1 year,3,female-divorced/separated/married,none,3,car or other,28,none,own,2,skilled,1,none,yes,1,2.8903717578961645,7.731053144007127,3.332204510175204
5136657,none,21,no credit - paid,car (new),5003,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,4,building society savings/life insurance,29,bank,own,2,skilled,1,yes,yes,1,3.044522437723423,8.517793011488205,3.367295829986474
4921496,< 0 DM,24,all loans at bank paid,furniture/equipment,3552,< 100 DM,4 - 7 years,3,male-single,none,4,car or other,27,bank,own,1,skilled,1,none,yes,1,3.1780538303479458,8.17526610411206,3.295836866004329
1259242,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,1928,< 100 DM,< 1 year,2,male-single,none,2,real estate,31,none,own,2,unskilled-resident,1,none,yes,1,2.8903717578961645,7.564238475170491,3.4339872044851463
4695993,< 0 DM,24,current loans paid,car (used),2964,unknown/none,>= 7 years,4,male-single,none,4,unknown-none,49,bank,for free,1,skilled,2,yes,yes,0,3.1780538303479458,7.994294986415977,3.8918202981106265
3427239,< 0 DM,24,all loans at bank paid,radio/television,1546,< 100 DM,4 - 7 years,4,male-single,guarantor,4,car or other,24,bank,rent,1,unskilled-resident,1,none,yes,1,3.1780538303479458,7.343426229147367,3.1780538303479458
4030339,> 200 DM or salary assignment,6,past payment delays,radio/television,683,< 100 DM,< 1 year,2,female-divorced/separated/married,none,1,building society savings/life insurance,29,bank,own,1,skilled,1,none,yes,0,1.791759469228055,6.52649485957079,3.367295829986474
6457386,0 - 200 DM,36,current loans paid,car (new),12389,unknown/none,1 - 4 years,1,male-single,none,4,unknown-none,37,none,for free,1,skilled,1,yes,yes,1,3.58351893845611,9.424564261115739,3.6109179126442243
2492415,0 - 200 DM,24,past payment delays,business,4712,unknown/none,1 - 4 years,4,male-single,none,2,building society savings/life insurance,37,bank,own,2,highly skilled,1,yes,yes,0,3.1780538303479458,8.457867725331422,3.6109179126442243
3819769,0 - 200 DM,24,past payment delays,radio/television,1553,100 - 500 DM,4 - 7 years,3,female-divorced/separated/married,none,2,building society savings/life insurance,23,none,rent,2,skilled,1,yes,yes,0,3.1780538303479458,7.347943823148687,3.1354942159291497
3248150,< 0 DM,12,current loans paid,car (new),1372,< 100 DM,4 - 7 years,2,male-divorced/separated,none,3,car or other,36,none,own,1,skilled,1,none,yes,1,2.4849066497880004,7.22402480828583,3.58351893845611
2140412,none,24,critical account - other non-bank loans,radio/television,2578,>= 1000 DM,>= 7 years,2,male-single,none,2,car or other,34,none,own,1,skilled,1,none,yes,0,3.1780538303479458,7.8547691834991324,3.5263605246161616
8918532,0 - 200 DM,48,current loans paid,radio/television,3979,unknown/none,4 - 7 years,4,male-single,none,1,car or other,41,none,own,2,skilled,2,yes,yes,0,3.871201010907891,8.288785810426928,3.713572066704308
9205934,< 0 DM,48,current loans paid,radio/television,6758,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,2,car or other,31,none,own,1,skilled,1,yes,yes,1,3.871201010907891,8.818482267274236,3.4339872044851463
6546357,< 0 DM,24,current loans paid,furniture/equipment,3234,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled-resident,1,yes,yes,1,3.1780538303479458,8.081475040137052,3.1354942159291497
4352053,none,30,critical account - other non-bank loans,radio/television,5954,< 100 DM,4 - 7 years,3,male-single,co-applicant,2,car or other,38,none,own,1,skilled,1,none,yes,0,3.4011973816621555,8.691818541575723,3.6375861597263857
6620263,none,24,current loans paid,car (used),5433,unknown/none,unemployed,2,female-divorced/separated/married,none,4,building society savings/life insurance,26,none,rent,1,highly skilled,1,yes,yes,0,3.1780538303479458,8.600246746551523,3.258096538021482
1039684,< 0 DM,15,current loans paid,business,806,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,22,none,own,1,unskilled-resident,1,none,yes,0,2.70805020110221,6.692083742506628,3.091042453358316
1999133,0 - 200 DM,9,current loans paid,radio/television,1082,< 100 DM,>= 7 years,4,male-single,none,4,car or other,27,none,own,2,unskilled-resident,1,none,yes,0,2.1972245773362196,6.9865664594064265,3.295836866004329
6641350,none,15,critical account - other non-bank loans,furniture/equipment,2788,< 100 DM,4 - 7 years,2,female-divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled,1,none,yes,0,2.70805020110221,7.933079771880415,3.1780538303479458
9791462,0 - 200 DM,12,current loans paid,radio/television,2930,< 100 DM,4 - 7 years,2,female-divorced/separated/married,none,1,real estate,27,none,own,1,skilled,1,none,yes,0,2.4849066497880004,7.982757702011113,3.295836866004329
2964444,none,24,critical account - other non-bank loans,education,1927,unknown/none,1 - 4 years,3,female-divorced/separated/married,none,2,car or other,33,none,own,2,skilled,1,yes,yes,0,3.1780538303479458,7.563719668414366,3.4965075614664802
4612811,0 - 200 DM,36,critical account - other non-bank loans,car (new),2820,< 100 DM,< 1 year,4,male-divorced/separated,none,4,car or other,27,none,own,2,skilled,1,none,yes,1,3.58351893845611,7.944492163932159,3.295836866004329
8885321,none,24,current loans paid,retraining,937,< 100 DM,< 1 year,4,male-married/widowed,none,3,car or other,27,none,own,2,unskilled-resident,1,none,yes,0,3.1780538303479458,6.842683282238422,3.295836866004329
8198782,0 - 200 DM,18,critical account - other non-bank loans,car (new),1056,< 100 DM,>= 7 years,3,male-single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,1,2.8903717578961645,6.962243464266207,3.4011973816621555
2454414,0 - 200 DM,12,critical account - other non-bank loans,car (new),3124,< 100 DM,< 1 year,1,male-single,none,3,real estate,49,bank,own,2,unskilled-resident,2,none,yes,0,2.4849066497880004,8.046869510959576,3.8918202981106265
5678348,none,9,current loans paid,furniture/equipment,1388,< 100 DM,1 - 4 years,4,female-divorced/separated/married,none,2,real estate,26,none,rent,1,skilled,1,none,yes,0,2.1972245773362196,7.23561914106675,3.258096538021482
5182819,0 - 200 DM,36,current loans paid,repairs,2384,< 100 DM,< 1 year,4,male-single,none,1,unknown-none,33,none,rent,1,unskilled-resident,1,none,yes,1,3.58351893845611,7.776535028185241,3.4965075614664802
2727231,none,12,current loans paid,car (new),2133,unknown/none,>= 7 years,4,female-divorced/separated/married,none,4,unknown-none,52,none,for free,1,highly skilled,1,yes,yes,0,2.4849066497880004,7.665284718471351,3.9512437185814275
1623348,< 0 DM,18,current loans paid,furniture/equipment,2039,< 100 DM,1 - 4 years,1,female-divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,1,2.8903717578961645,7.620214770574455,2.995732273553991
2307018,< 0 DM,9,critical account - other non-bank loans,car (new),2799,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,0,2.1972245773362196,7.937017489515454,3.58351893845611
1856079,< 0 DM,12,current loans paid,furniture/equipment,1289,< 100 DM,1 - 4 years,4,male-single,guarantor,1,building society savings/life insurance,21,none,own,1,unskilled-resident,1,none,yes,0,2.4849066497880004,7.161622002939187,3.044522437723423
6274836,< 0 DM,18,current loans paid,domestic appliances,1217,< 100 DM,1 - 4 years,4,male-married/widowed,none,3,real estate,47,none,own,1,unskilled-resident,1,yes,yes,1,2.8903717578961645,7.104144092987527,3.8501476017100584
